Town,Postcode
Annagh,N37
Abbeyderg,N39
Abbeyderg Lower,N39
Abbeyderg Upper,N39
Abbeylara,N39
Abbeyshrule,N39
Abbeyshrule Airfiel,N39
Aghaboy,N39
Aghabrack,N39
Aghacordrinan,N39
Aghadegnan,N39
Aghadowry,N39
Aghafad,N39
Aghafin,N39
Aghagah,N39
Aghagreagh,N39
Aghakeeran,N39
Aghakine,N39
Aghaloughan,N39
Aghalust,N39
Aghamore,N39
Aghamore Lower,N39
Aghamore Upper,N39
Aghanageeragh,N39
Aghanahown,N39
Aghanoran,N39
Aghantrah,N39
Aghanvally,N39
Agharanagh,N39
Aghareagh,N39
Agharickard,N39
Agharra,N39
Aghavadden,N39
Aghaward,N39
Aghinaspick,N39
Aghintemple,N39
Aghnacross,N39
Aghnagore,N39
Aghnamaddoo,N39
Aghnashingan,N39
Aghnasillagh,N39
Aghnaskea,N39
Aghnavealoge,N39
Allenagh,N39
Annagh,N39
Annaghdaniel,N39
Antley,N39
Antley Industrial e,N39
Ardagh,N39
Ardagh Village,N39
Ardagullion,N39
Ardanragh,N39
Ardboghil,N39
Ardnacassa,N39
Ardoghil,N39
Ards,N39
Asnagh,N39
Aughabrack,N39
Aughagreagh,N39
Aughakeel,N39
Aughakilmore,N39
Aughamore,N39
Aughine,N39
Aughnacliffe,N39
Aughnagarnon,N39
Aughnashannagh,N39
Back of the Hill,N39
Ballagh,N39
Ballaghgowla and Fr,N39
Ballina,N39
Ballinagall,N39
Ballinalee,N39
Ballinamore,N39
Ballinamuck,N39
Ballincurry,N39
Ballingall,N39
Ballinreaghan,N39
Ballinree,N39
Ballinroddy,N39
Ballinroey,N39
Ballinrud East,N39
Ballintempan,N39
Ballintober,N39
Ballinulty,N39
Ballinulty Lower,N39
Ballinulty Upper,N39
Ballinvoher,N39
Balloo,N39
Ballyboy,N39
Ballybranigan,N39
Ballybrien,N39
Ballyclare,N39
Ballycloghan,N39
Ballycore,N39
Ballydrum,N39
Ballyduffy,N39
Ballygar,N39
Ballygarve,N39
Ballygibbagh,N39
Ballygilchrist,N39
Ballyglassin,N39
Ballyhoolivan,N39
Ballykenny,N39
Ballyknock,N39
Ballymaclifford,N39
Ballymacormick,N39
Ballymacroly,N39
Ballymacshane,N39
Ballymacwilliam,N39
Ballymahon,N39
Ballymakeegan,N39
Ballymaurice,N39
Ballymichan,N39
Ballyminion,N39
Ballymore,N39
Ballymulvey,N39
Ballynacross,N39
Ballynagoshen,N39
Ballynahinch,N39
Ballynakill,N39
Ballynamanagh,N39
Ballynamona,N39
Ballynascraw,N39
Ballyreaghan,N39
Ballyrevagh,N39
Ballywalter,N39
Ballywillin,N39
Bandra,N39
Banghill,N39
Barley Harbour,N39
Barnacor,N39
Barne,N39
Barney,N39
Barneygole,N39
Barragh Beg,N39
Barroe,N39
Barry,N39
Barrymore,N39
Bawn,N39
Bawn Lower,N39
Bawn Mountain,N39
Begnagh,N39
Bessfort,N39
Birrinagh,N39
Bleanavoher,N39
Bohermore,N39
Bohernacross,N39
Bohernameeltoge,N39
Bracklin,N39
Breaghy,N39
Breanriskcullew,N39
Breany,N39
Brianstown,N39
Brickeens,N39
Briskil,N39
Brocklagh,N39
Bunalough,N39
Bundoon,N39
Bunlahy,N39
Cahanagh,N39
Caldragh,N39
Caldraghmore,N39
Caltrabeg,N39
Caltramore,N39
Cam,N39
Camagh,N39
Camlisk,N39
Camlisk More,N39
Carn,N39
Carnan,N39
Carra,N39
Carrickadorrish,N39
Carrickateane,N39
Carrickboy,N39
Carrickduff,N39
Carrickedmond,N39
Carrickglass Demesn,N39
Carrickmaguirk,N39
Carrickmoran,N39
Carrickmoyragh,N39
Carrigeen,N39
Carrow Beg,N39
Carrow More,N39
Carrowbeg,N39
Carrowdunican,N39
Carrowmanagh,N39
Carrowroe,N39
Carrowrory,N39
Carrowstrawly,N39
Cartoon,N39
Cartron,N39
Cartron Big,N39
Cartron Upper,N39
Cartronageeragh,N39
Cartronawar,N39
Cartronbore,N39
Cartronboy,N39
Cartronbrack,N39
Cartroncar,N39
Cartrongar,N39
Cartrongarrow,N39
Cartrongolan,N39
Cartronlebagh,N39
Cartronmarkey,N39
Cartronreagh,N39
Cartrons,N39
Cashel,N39
Cashelbeg,N39
Castlebawn,N39
Castlebrock,N39
Castlecore,N39
Castleforbes Demesn,N39
Castlenugent,N39
Castlerea,N39
Castlerea Mountain,N39
Castlewilder,N39
Cavan,N39
Church Quarter,N39
Churchlands,N39
Claras,N39
Cleenrah,N39
Cleggill,N39
Cleraun,N39
Clogh,N39
Cloghan,N39
Clonard,N39
Clonbalt Wood,N39
Clonbeg,N39
Clonboney,N39
Clonbroney,N39
Clonca,N39
Cloncowley,N39
Cloncullen,N39
Clonee,N39
Clonfin,N39
Clonfower,N39
Clonmee,N39
Clontumpher,N39
Clontymullan,N39
Clonwhelan,N39
Cloonagh,N39
Cloonaghmore,N39
Cloonahard,N39
Cloonahussey,N39
Cloonanny,N39
Cloonard,N39
Cloonaugh,N39
Cloonaugh Lower,N39
Cloonaugh Upper,N39
Cloonback,N39
Cloonbalt,N39
Cloonbearla,N39
Cloonbreany,N39
Cloonbrin,N39
Cloonbrock,N39
Clooncallow,N39
Clooncaulfield,N39
Clooncoose,N39
Cloondara,N39
Clooneen,N39
Clooneeny,N39
Cloonellon,N39
Cloonelly,N39
Cloonevit,N39
Cloonfide,N39
Cloonfiugh,N39
Cloonkeel,N39
Cloonkeen,N39
Cloonker,N39
Cloonmacart,N39
Cloonmore,N39
Cloonmucker,N39
Cloonrollagh,N39
Cloonscott,N39
Cloonsellan,N39
Cloonshannagh,N39
Cloontagh,N39
Cloontaghmore,N39
Cloontirm,N39
Cloonturk,N39
Clough,N39
Clougher,N39
Cloughernal,N39
Cluain Rí,N39
Clygeen,N39
Clynan,N39
Colehill,N39
Collum,N39
Commock,N39
Coolamber,N39
Coolarty,N39
Coolcaw,N39
Coolcor,N39
Coolcraff,N39
Cooldoney,N39
Cooleeny,N39
Coolnafinnoge,N39
Coolnahinch,N39
Corbaun,N39
Corbeagh,N39
Corboy,N39
Corclaragh,N39
Cordivin,N39
Corglass,N39
Corlagan,N39
Corlea,N39
Corlinan,N39
Cormaglava,N39
Cornacarta,N39
Cornadowagh,N39
Cornadrung,N39
Cornafunshion,N39
Cornaguillagh,N39
Cornakelly,N39
Cornapark,N39
Corneddan,N39
Cornlinan,N39
Cornollen,N39
Corrabaun,N39
Corrabola,N39
Corradooey,N39
Corragarrow,N39
Corralough,N39
Corrigmaguirk,N39
Corrinagh,N39
Corrool,N39
Corry,N39
Corrycorka,N39
Corryena,N39
Corteen,N39
Corwella,N39
Craane,N39
Cranalagh Beg,N39
Cranalagh More,N39
Crannally,N39
Creagh,N39
Creelaghta,N39
Creenagh,N39
Creevagh,N39
Creevagh Beg,N39
Creevagh More,N39
Creeve,N39
Creevy,N39
Crockaun,N39
Cross,N39
Crossea,N39
Crott,N39
Crowdrummin,N39
Cuingareen,N39
Culleenmore,N39
Cullentra,N39
Cullentragh,N39
Culloge,N39
Cullyfad,N39
Cullyvore,N39
Culray,N39
Curraghmore,N39
Curry,N39
Currycahill,N39
Currycreaghan,N39
Currygrane,N39
Curryline,N39
Dalystown,N39
Darogue,N39
Deerpark,N39
Derawley,N39
Dernacross,N39
Derragh,N39
Derreenavoggy,N39
Derrindiff,N39
Derryad,N39
Derryart,N39
Derrycassan,N39
Derrycolumb,N39
Derrydarragh,N39
Derrygeel,N39
Derryglash,N39
Derryglogher,N39
Derrygowna,N39
Derryharrow,N39
Derryhaunbeg,N39
Derryhaunmore,N39
Derryheelan,N39
Derrylough,N39
Derryloughbannow,N39
Derrymacar,N39
Derrymore,N39
Derrynabuntale,N39
Derrynacross,N39
Derrynagalliagh,N39
Derryneel,N39
Derryoghil,N39
Derryshannoge,N39
Derryveagh,N39
Doonacurry,N39
Doonameran,N39
Dooroc,N39
Doory,N39
Drimure,N39
Drinan,N39
Dring,N39
Drumanure,N39
Drumard,N39
Drumbad,N39
Drumbaun,N39
Drumderg,N39
Drumhalry,N39
Drumhaughley,N39
Druminacrehir,N39
Druming,N39
Drumlish,N39
Drumlish Hill,N39
Drumlougher,N39
Drummeel,N39
Drumnacooha,N39
Drumnacor,N39
Drumnacross,N39
Drumnahara,N39
Drumnee,N39
Drumroe,N39
Drumury,N39
Dunbeggan,N39
Edderland,N39
Edenmore,N39
Edera,N39
Edgeworthstown,N39
Elfeet,N39
Enaghan,N39
Enybegs,N39
Esker,N39
Esker North,N39
Fardrumman,N39
Farnagh,N39
Farnagh Glebe,N39
Farragh,N39
Farranyoogan,N39
Feraghfad,N39
Feraghfad Upper,N39
Fermoyle,N39
Ferskill,N39
Finnaragh,N39
Firmount,N39
Firmullagh,N39
Fisherstown,N39
Forgney,N39
Forthill,N39
Fortwilliam,N39
Fostragh,N39
Foxhall,N39
Foygh,N39
France,N39
Freaghmeen,N39
Freehalman,N39
Furze,N39
Fyhora,N39
Gaigue,N39
Gallid,N39
Garranboy,N39
Garrowhill,N39
Garryandrew,N39
Garrycam,N39
Garryconnell,N39
Garrynagh,N39
Garvagh,N39
Garvary,N39
Gelsha,N39
Glannagh,N39
Glebe,N39
Glen,N39
Glenmore,N39
Glenoughil,N39
Gneeve,N39
Gorteenagloon,N39
Gorteenboy,N39
Gorteenclareen,N39
Gorteengar,N39
Gorteenorna,N39
Gowlan,N39
Graffoge,N39
Granard,N39
Granardkill,N39
Greagh,N39
Greenfield,N39
Greenhall Lower,N39
Greenhall Upper,N39
Greville,N39
Grillagh,N39
Gurteen,N39
Gurteenrevagh,N39
Higginstown,N39
Hillhead,N39
Hilltown,N39
Island,N39
Keel,N39
Keelbaun,N39
Keelogalabaun,N39
Keeloge,N39
Keelogenasause,N39
Keeloges,N39
Keenagh,N39
Kelleter,N39
Kiernans Cross,N39
Kilbride,N39
Kilcommock Glebe,N39
Kilcourcey,N39
Kilcurry,N39
Kildereen,N39
Kilderreen,N39
Kilfintan,N39
Kilglass,N39
Killashee,N39
Killasonna,N39
Killeen,N39
Killeenatruan,N39
Killeenboy,N39
Killeendowd,N39
Killeeny,N39
Killina,N39
Killinawas,N39
Killinbore,N39
Killinlastra,N39
Killinure,N39
Killoe Glebe,N39
Kilmahon,N39
Kilmore,N39
Kilmore Lower,N39
Kilmore Upper,N39
Kilmoyle,N39
Kilnacarrow,N39
Kilnasavogue,N39
Kilnashee,N39
Kilrey,N39
Kilsallagh,N39
Kilshrewley,N39
Kiltaffrey,N39
Kiltybegs,N39
Kiltyclough,N39
Kiltycon,N39
Kiltycreevagh,N39
Kiltykeary,N39
Kiltyreher,N39
Kinard,N39
Kinkillew,N39
Knappoge,N39
Knock,N39
Knockagowny,N39
Knockahaw,N39
Knockanboy,N39
Knockavegan,N39
Knockawalky,N39
Knockloughlin,N39
Knockmartin,N39
Lackan,N39
Lamagh,N39
Lanesborough,N39
Lanesborough Indust,N39
Larkfield,N39
Laughil,N39
Leab,N39
Leanaboy,N39
Lechurragh,N39
Ledwithstown,N39
Leganrock,N39
Legga,N39
Lehery,N39
Leitrim,N39
Lenamore,N39
Lettergeeragh,N39
Lettergullion,N39
Lettergunnell,N39
Lightfield,N39
Lisawley,N39
Lisbrack,N39
Liscahill,N39
Liscormick,N39
Lisdreenagh,N39
Lisduff,N39
Lisfarrell,N39
Lisglassock,N39
Lisgurry,N39
Lislea,N39
Lislom,N39
Lismacmanus,N39
Lismacmurragh,N39
Lismacmurrogh,N39
Lismagawley,N39
Lismagooneen,N39
Lismore,N39
Lismoy,N39
Lisnabo,N39
Lisnacreeva,N39
Lisnacusha,N39
Lisnageeragh,N39
Lisnagrish,N39
Lisnamuck,N39
Lisnanagh,N39
Lisnaneane,N39
Lisraghtigan,N39
Lisraherty,N39
Lisrevagh,N39
Lisryan,N39
Lissaghanedan,N39
Lissakit,N39
Lissameen,N39
Lissanisky,N39
Lissanore,N39
Lissanure,N39
Lissanurlan,N39
Lissardowlan,N39
Lissavaddy,N39
Lissawarriff,N39
Listobit,N39
Listrahee,N39
Longfield,N39
Longford,N39
Loughan,N39
Loughfarm,N39
Loughill,N39
Loughlooney,N39
Lurgan,N39
Lyanmore,N39
Lyneen,N39
Magheraveen,N39
Meelick,N39
Meeltanagh,N39
Melkagh,N39
Melview,N39
Micknagh,N39
Middleton,N39
Minard,N39
Minerocks,N39
Moatavally,N39
Moatfarrell,N39
Moigh,N39
Molly,N39
Mollyglass,N39
Mollyroe,N39
Monadarragh,N39
Monaduff,N39
Monascallaghan,N39
Moneyfad,N39
Moneylagan,N39
Moor,N39
Mornin,N39
Mosstown,N39
Mosstown Court,N39
Mount Davys,N39
Mountjessop,N39
Moydow,N39
Moydow Glebe,N39
Moygh,N39
Moyne,N39
Moyrath,N39
Moyrath Upper,N39
Moyvale,N39
Muckerstaff,N39
Mullagh,N39
Mullagh Bog,N39
Mullaghavorneen,N39
Mullawornia,N39
Mullingee,N39
Mullinroe,N39
Mullolagher,N39
Nappagh,N39
Newcastle,N39
Newpark,N39
Newport,N39
Newtown,N39
Newtown Forbes,N39
Newtownbond,N39
Newtowncashel,N39
Newtownflanigan,N39
Oghil,N39
Old Clonbroney,N39
Oldtown,N39
Orangefort,N39
Pallas,N39
Parkplace,N39
Parkside,N39
Polladooey,N39
Pollagh,N39
Portanure,N39
Prospect Wood,N39
Prucklish,N39
Prucklishtown,N39
Rabbitpark,N39
Rappareehill,N39
Rath,N39
Ratharney,N39
Rathbracken,N39
Rathcline,N39
Rathcor,N39
Rathcronan,N39
Rathmore,N39
Rathsallagh,N39
Rathvaldron,N39
Renehan,N39
Rhine,N39
Rhynmount,N39
Richardstown,N39
Richfort,N39
Rincoolagh,N39
Ringowny,N39
Rinnenny,N39
Rinroe,N39
Robinstown,N39
Rockpeyton,N39
Rosduff,N39
Rossan,N39
Saint Albans,N39
Saints Island,N39
School Land,N39
Screeboge,N39
Shanmullagh,N39
Shannagh,N39
Shantum,N39
Sharvoge,N39
Sheeroe,N39
Shrule,N39
Shrule Glebe,N39
Shygarrow,N39
Sleehaun,N39
Sleehaun Sanky,N39
Slieve,N39
Smear,N39
Smithfield,N39
Snugborough,N39
Sonnagh,N39
Soran,N39
Springfield,N39
Springpark,N39
Springtown,N39
Sraid,N39
Stonepark,N39
Streamstown,N39
Taghsheenod Glebe,N39
Tashinny,N39
Tashinny Glebe,N39
Teemore Industrial,N39
Templemichael Glebe,N39
Templeton Glebe,N39
Tennalick,N39
Tennalough,N39
Terelicken,N39
The Hill,N39
The Village,N39
Tinnynarr,N39
Tipper,N39
Toberfelim,N39
Toneen,N39
Toneymore,N39
Tonymore South,N39
Tonywardan,N39
Toome,N39
Toorfin,N39
Torboy,N39
Townagh,N39
Townparks,N39
Townspark,N39
Treanboy,N39
Treanlawn,N39
Treel,N39
Trillickacurry,N39
Trillickatemple,N39
Tromra,N39
Tubber,N39
Tully,N39
Tullybawn,N39
Tullyvrane,N39
Turreen,N39
White Linen Woods,N39
Whitehill,N39
Whiterock,N39
Willsbrook,N39
Woodlawn,N39
Vicarstown,N39
Ahanagh,N41
Annaghcooleen,N41
Bunanass,N41
Cloonageeher,N41
Cloonart North,N41
Cloonart South,N41
Clooncolligan,N41
Clooneen,N41
Currygranny,N41
Edercloon,N41
Kilmacannon,N41
Lissagernal,N41
Tomisky,N41
Ballyclamay,N91
Clooneen,N91
Coolamber,N91
Forgney,N91
Kildordan,N91
